url,IPv4 Address,Latitude,Longitude,ID
speedtest.lsnetworks.net , 216.110.192.118,45.5236,-122.675,6215
speedtest.stephouse.net , 199.223.122.122,45.5236,-122.675,6101
74.85.229.3 , 74.85.229.3,45.5236,-122.675,6531
speedtest.pdx.fiberfi.net , 174.140.174.2,45.5236,-122.675,29938
orhl.OST.myvzw.com , 198.224.167.148,45.5229,-122.9898,14808
orhlp1.speed.vzwnet.com , 141.207.215.196,45.5051,-122.675,30668
mtldjspeedtest01.srvr.bell.ca , 184.150.167.183,45.5017,-73.5673,16754
srv12.mtlcx03.fibrenoire.ca , 64.119.215.114,45.5017,-73.5673,911
montreal.speedtest.telus.com , 206.162.134.21,45.5017,-73.5673,4393
speedtestqcmtl.rogers.com , 72.139.213.36,45.5017,-73.5673,8825
speedtest.openface.com , 207.115.96.110,45.5017,-73.5673,12100
montreal2.speedtest.telus.com , 206.162.134.23,45.5017,-73.5673,24707
speedtest.hotservers.net , 198.50.237.8,45.5017,-73.5673,6689
speedtest.electronicbox.net , 172.93.16.156,45.5017,-73.5673,1993
speedtest-mtl.teksavvy.com , 69.165.218.50,45.5017,-73.5673,12723
montreal.layeredserver.com , 158.69.226.77,45.5017,-73.5673,30575
speedtest.airvitesse.net , 23.134.32.26,45.5017,-73.5673,29136
samsung.shadowict.tech , 198.50.235.78,45.5017,-73.5673,29555
speedtest.cooptel.ca , 216.144.115.39,45.4924,-72.315,29035
speedtest2.sailweb.eu , 217.19.150.158,45.4673,7.8801,30790
mi.speedtest.warian.net , 176.58.82.6,45.4654,9.1859,21966
speedtest.siportal.it , 217.27.118.208,45.4654,9.1859,10450
speedtest.melita.it , 2.57.32.117,45.4654,9.1859,25609
speedtest.hiveway.it , 185.190.161.230,45.4654,9.1859,25258
test2.fibertelecom.it , 185.157.229.246,45.4654,9.1859,25146
test-mi.netoip.com , 45.82.134.114,45.4654,9.1859,21272
speedtest-mi1.cloudfire.it , 185.132.70.50,45.4654,9.1859,26943
speedtest7-mi.wind.it , 151.78.3.129,45.4654,9.1859,27363
speedtest.kpnqwest.it , 109.168.96.190,45.4654,9.1859,30888
st-abr.midco.net , 24.52.14.4,45.4647,-98.4865,14316
nvcspeedtest.nvc.net , 66.35.110.15,45.4647,-98.4865,12531
speedtest.wavelengthinternet.com , 23.171.224.229,45.4647,-98.4865,30942
speedtest.vodafone.it , 217.171.46.93,45.464,9.1916,4302
spd-pub-mi-01-01.fastwebnet.it , 89.96.108.170,45.464,9.1916,7839
speedtest.cheapnet.it , 80.249.32.21,45.464,9.1916,1434
speedtest.kqi.it , 109.168.96.190,45.464,9.1916,11776
speedtestmi1.telecomitalia.it , 2.113.55.130,45.464,9.1916,3667
test.eolo.it , 88.149.202.248,45.464,9.1916,3997
speedtest-supernap.italiaonline.it , 213.209.27.11,45.464,9.1916,11675
speedtest.cdlan.it , 95.157.69.67,45.464,9.1916,8211
mi-speedtest.optimaitalia.com , 185.129.91.245,45.464,9.1916,20551
mil.speedtest.gtt.net , 213.251.52.250,45.464,9.1916,24385
ookla-mil.seeweb.it , 5.144.174.231,45.464,9.1916,19177
speed.speedymilan.net , 217.171.46.86,45.464,9.1916,26415
speedtest.networkgames.eu , 91.134.115.16,45.464,9.1916,23607
srv-st04.nextit.org , 194.36.75.60,45.464,9.1916,29875
speedtest5-mi.tre.it , 62.13.169.229,45.464,9.1916,28046
speedtest1.mtl.qc.convergia.ca , 192.81.84.14,45.45,-73.8167,7015
speedtestve1.telecomitalia.it , 2.113.55.162,45.4375,12.3358,11673
speedtest-1.apvinvestimenti.it , 185.26.64.36,45.4375,12.3358,20937
speedtest.4isp.it , 185.26.198.132,45.4375,12.3358,5914
speedtestvr01.interplanet.it , 193.238.136.165,45.4333,10.9833,4826
speedtestvr1.telecomitalia.it , 2.113.55.163,45.4333,10.9833,10403
speedtest.wirelessgroup.it , 185.94.88.19,45.4333,10.9833,23323
speed1.wolnext.com , 46.141.33.186,45.4333,10.9833,3998
speedtest.ugal.ro , 193.231.148.116,45.4233,28.0425,5915
airnet-telecomunicatii.ro , 188.241.250.1,45.4233,28.0425,1453
st.azinet.ru , 109.200.156.202,45.4226,35.8206,9069
otw23spd01.srvr.bell.ca , 184.150.167.234,45.4167,-75.7,17396
speedtestslnt.rogers.com , 209.148.157.172,45.4167,-75.7,18556
speedtestpd1.telecomitalia.it , 2.113.55.164,45.4167,11.8667,15339
80.79.48.116 , 80.79.48.116,45.4167,11.8667,3103
speedtest.wifi4all.it , 213.187.12.33,45.4167,11.8667,6065
speedtest.3psystem.net , 185.44.215.252,45.4167,12.0333,6339
sn-speedtest-02.sandynet.org , 173.241.160.53,45.3975,-122.2664,30449
ssi-knta-speedtest01.ssimicro.com , 65.181.47.60,45.3333,-75.9,1845
speedtest.supernap.it , 185.142.152.38,45.3174,9.2024,21846
speedtest-bhs.as16276.ovh , 149.56.23.216,45.3151,-73.8779,25984
speedtest.fibernetmonticello.com , 68.169.216.100,45.3057,-93.7942,6975
speedtest1.sailweb.eu , 185.137.84.200,45.3022,7.8897,30583
speedtest.bellaliant.net , 142.166.184.94,45.2806,-66.0761,3908
speedtest3.mts.rs , 212.200.230.249,45.2644,19.8317,25034
speed1.e-caps.net , 185.125.60.142,45.2644,19.8317,3600
speedtest.directlink.coop , 216.105.64.30,45.2623,-122.6921,13314
elhot.slavisp.ru , 176.110.130.242,45.25,38.1167,6232
speedtest.internexe.net , 148.59.220.155,45.2199,-72.5119,11018
speedtest.truestreamfiber.us , 208.103.143.203,45.2167,-85.0139,25743
st.bc-ix.net , 185.140.132.21,45.212,36.7103,10794
speedtest.onlinenw.com , 206.212.234.232,45.2103,-123.1975,3652
Speed.rconnects.com , 216.155.208.41,45.2082,-122.0669,1744
stevp.miranda-media.net , 178.34.184.130,45.1905,33.3669,10104
speedtest.evpanet.com , 91.195.230.2,45.1905,33.3669,15913
speedtest.alpesys.fr , 185.195.249.230,45.1885,5.7245,25041
speedtest.mikronet.it , 46.243.35.194,45.1847,9.1582,30460
hds.ro , 78.31.56.2,45.1667,26.8167,15367
web.kameta.net.ua , 185.76.83.10,45.1336,33.5772,6882
speedtest.vibrantbb.net , 137.83.60.17,45.1258,-94.5283,29735
speedtest.nu-ip.ro , 89.47.53.195,45.1019,24.3719,8387
speedtest-alpe.merit.edu , 192.122.200.241,45.0812,-83.4454,6123
speedtest.bbbell.it , 85.159.178.90,45.0709,7.6858,1486
speedtest.itgate.net , 213.254.1.40,45.0709,7.6858,4564
speedtest1.top-ix.org , 194.116.76.88,45.0709,7.6858,2316
speedtestto1.telecomitalia.it , 2.113.55.133,45.0709,7.6858,10402
test.ooonet.ru , 178.237.184.150,45.05,41.9667,14584
stavropol.speedtest.rt.ru , 77.39.11.131,45.05,41.9667,4285
stavropol-speedtest.corbina.net , 85.21.252.74,45.05,41.9667,25158
sp.iformula.ru , 46.174.119.254,45.05,41.9667,11884
speed.gorodtv.net , 193.107.103.52,45.05,41.9667,6036
stfeo.miranda-media.net , 178.34.182.110,45.0489,35.3792,10105
speedtest.lakelandnetworks.com , 198.72.24.20,45.039,-79.3079,24474
sp1.ica-net.it , 81.30.0.244,45.0333,7.35,6807
speedtest-kf.megafon.ru , 83.149.25.40,45.0333,38.9667,6388
krasnodar.speedtest.rt.ru , 62.183.43.115,45.0333,38.9667,2654
test.noutek.com , 193.106.215.236,45.0333,38.9667,10278
krr1.speedtest.corbina.net , 77.41.156.202,45.0333,38.9667,5623
speedtest.yug-link.ru , 77.233.4.2,45.0333,38.9667,16636
speedtest.ugtel.ru , 81.26.129.19,45.0333,38.9667,18363
sp1.telecomsky.ru , 193.161.215.16,45.0333,38.9667,16949
stest.omicron.online , 185.221.44.11,45.0333,38.9667,23142
speedtest.avanta-telecom.ru , 45.157.212.6,45.0333,38.9667,28384
speedtest.krd.ertelecom.ru , 185.41.168.9,45.0333,38.9667,24349
st-krd.freedom1.ru , 93.170.113.28,45.0333,38.9667,28402
krd.speedtest.arttele.ru , 62.183.98.72,45.0333,38.9667,30113
speedtest.feonet.net , 193.200.183.15,45.0319,35.3824,19899
speedtest35.altel.kz , 90.143.192.237,45.0177,78.3804,27418
st35.tele2.kz , 90.143.192.205,45.0177,78.3804,27397
tal-st-01.kcell.kz , 2.78.44.29,45.0177,78.3804,11011
kyz-st-01.kcell.kz , 2.78.47.28,45,64,26760
kzl-st1.2day.kz , 5.34.9.254,45,64,7249
st22.tele2.kz , 193.12.117.246,45,64,16109
speedtest.city-telekom.ru , 176.32.128.14,44.9874,41.1111,19533
knetspeedtest.ddns.net , 185.125.122.181,44.9764,17.907,25014
speedtest.giga.net.ru , 91.210.176.194,44.9519,34.1022,26389
st-paul.speedtest.centurylink.net , 205.171.177.54,44.9487,-93.1002,8865
ookla1.stplmn.sprintadp.net , 206.160.219.6,44.9487,-93.1002,15870
simf-st-srv.crimea-ix.net , 195.3.245.97,44.9481,34.1042,7436
speedtest.crimea.net , 80.245.112.15,44.9481,34.1042,2477
speedtest.volnamobile.ru , 185.100.101.254,44.9481,34.1042,8945
sp1.sevtele.com , 178.159.112.10,44.9481,34.1042,18778
speedtest.gipercom.net , 185.205.239.19,44.9481,34.1042,19203
speedtest.ktkru.ru , 185.94.212.117,44.9481,34.1042,8953
sp.ttk.mx , 46.151.151.210,44.9481,34.1042,24963
st.realcrimea.net , 92.38.127.17,44.9481,34.1042,20019
speedtest.kct.me , 91.205.216.38,44.9481,34.1042,28699
speedtest.mobile-win.ru , 185.15.39.46,44.9481,34.1042,26237
spdtst1.farline.net , 195.110.6.7,44.9481,34.1042,18128
speedtest.lexina.in , 193.107.112.62,44.9481,34.1042,1008
speedtest.tele-klub.ru , 91.226.152.24,44.9233,37.9805,28695
speedtest.arttele.ru , 62.183.98.72,44.9226,38.9105,12482
speedtest.usinternet.com , 216.17.38.140,44.9133,-93.5031,2917
lg-minn.fdcservers.net , 23.237.166.122,44.9133,-93.5031,24581
st-wtn.midco.net , 24.52.14.116,44.9033,-97.1206,7033
speedtest.cccwifi.com , 96.36.54.187,44.8956,-85.4165,30745
speedtest.fibercast.net , 216.177.1.27,44.8943,-71.4963,28870
speedtest.i-c-n.ru , 91.233.43.203,44.8857,37.3199,28784
speedtest.dslon.ws , 93.157.196.14,44.8833,18.4333,6778
89.111.246.108 , 89.111.246.108,44.8833,18.4333,9818
speedtest.bihnet.net , 81.93.73.6,44.8776,18.4259,14291
sp1.terctv.com , 81.93.87.130,44.8667,17.65,7834
speedtest.pitesti.teletrans.ro , 81.89.27.226,44.8606,24.8678,2546
bw.vrad.com , 207.250.202.69,44.8547,-93.4708,12924
speedtest2.minetfiber.com , 199.193.232.199,44.8485,-123.234,25719
min.speedtest.t-mobile.com , 208.54.19.133,44.848,-93.1387,11201
speedtest.viser.com , 64.25.145.220,44.8432,-122.9529,25011
mnbl.ost.myvzw.com , 198.224.149.148,44.8408,-93.2983,14909
bordeaux.lafibre.info , 89.84.1.181,44.8378,-0.5792,21415
bordeaux3.speedtest.orange.fr , 80.12.56.250,44.8378,-0.5792,29542
speedtest.oriontelekom.rs , 77.105.1.158,44.8206,20.4622,18797
speedtest.telenor.rs , 109.245.59.1,44.8206,20.4622,14476
speedtest.sbb.rs , 89.216.2.122,44.8206,20.4622,1301
speedtest.mts.rs , 212.200.230.229,44.8206,20.4622,17947
speedtest.beotel.net , 194.106.168.218,44.8206,20.4622,8262
speedtest.vipmobile.rs , 77.243.16.48,44.8206,20.4622,4792
speedtest.vektor.net , 109.122.97.226,44.8206,20.4622,7088
rs.unlimited.rs , 185.119.89.222,44.8206,20.4622,28325
speedtest.airstreamcomm.net , 64.33.161.2,44.8167,-91.5,9878
spt01euclwi.eucl.wi.charter.com , 24.197.224.210,44.8167,-91.5,2404
speedtest.uwec.edu , 137.28.6.8,44.8167,-91.5,28639
speedtestpr1.telecomitalia.it , 2.113.55.171,44.8015,10.3279,15334
dauntless.wvi.com , 67.43.64.12,44.8007,-122.7945,11976
speed.actaccess.net , 72.36.7.94,44.7972,-106.9562,11573
speedtest.ottcommunications.com , 216.220.230.2,44.7807,-68.7351,8319
speedtest.netandwork.net , 109.106.31.157,44.7709,10.7819,20372
speedtest.beltele.com , 185.175.116.12,44.7686,39.8733,23635
speedtest.teol.net , 81.93.94.36,44.7667,17.1833,987
stest1.elta-kabel.com , 217.71.50.34,44.7667,17.1833,10937
speedtest.triontel.net , 185.125.120.15,44.7667,17.1833,22343
speedtest.blic.net , 217.23.207.38,44.7667,17.1833,2284
speedtest.natanet.ru , 195.208.173.150,44.7536,37.7628,22151
st.annex.pro , 37.18.41.233,44.7536,37.7628,16769
www.telrad.net , 77.239.64.170,44.75,19.2167,5870
speedtest.orange-net.org , 31.40.128.10,44.7461,33.8616,16070
sp1.crimeastar.net , 81.162.64.6,44.7461,33.8616,11824
speedtest.gigabitmn.com , 208.110.239.237,44.7394,-93.1258,30492
sp1.dinnet.net , 109.105.192.3,44.7052,18.3104,12413
speedtest.wimore.it , 178.20.72.154,44.7,10.6333,5367
speedtest.primelink1.net , 216.130.224.14,44.6995,-73.4529,25598
speedtest.slic.com , 65.91.162.26,44.6977,-74.6582,21062
speedtest.elsynet.net , 176.65.93.254,44.6923,7.8551,25857
speedtest.ktv-ege.ba , 185.26.179.183,44.6707,18.0636,24986
speedtest-ns.bellaliant.net , 142.176.208.26,44.67,-63.61,3907
speedtest-east.eastlink.ca , 24.222.226.94,44.67,-63.61,1658
speedtest2.yourcitywide.com , 139.60.116.7,44.67,-63.61,18568
test.slic.com , 65.91.162.18,44.6698,-74.9813,8573
speedtest.clarkson.edu , 128.153.4.95,44.6698,-74.9813,16610
ping.x-stream.biz , 128.65.200.13,44.6471,10.9252,9071
speedhost.isiline.it , 213.144.64.242,44.6445,7.4927,22547
traceroute.zyx.ro , 89.47.38.133,44.6369,22.6597,8661
sp1.surelinebroadband.com , 208.100.175.26,44.6335,-121.1295,9366
speedtest36.altel.kz , 212.96.77.251,44.6241,81.2078,27816
speedtest.kladovonet.com , 212.200.113.133,44.6167,22.6167,2437
maykop.speedtest.rt.ru , 83.239.224.19,44.6,40.0833,4477
speedtest.sevstar.net , 78.30.254.33,44.595,33.5216,6819
stsev.miranda-media.net , 178.34.188.254,44.595,33.5216,10103
speedtest.ubsnet.ru , 185.125.112.33,44.595,33.5216,14673
sevas-st-srv.crimea-ix.net , 188.191.19.254,44.595,33.5216,7486
speedtest.neotele.com.ru , 91.194.238.11,44.595,33.5216,6351
speedtest.peakinternet.com , 69.59.192.253,44.5708,-123.276,1159
speedhost3.isiline.it , 213.144.68.226,44.5525,7.7218,24900
st-01.avax.ba , 5.149.64.238,44.55,18.5167,3649
speedtest.alyrica.net , 69.1.125.184,44.5401,-123.3676,24623
speedtest.txtv-tuzla.com , 31.47.11.100,44.5375,18.6735,29508
netgauge.i-zoom.net , 24.244.81.132,44.537,-78.7361,16300
speedtest.tctwest.net , 72.21.65.55,44.5233,-109.0572,1416
speedtest.cellcom.com , 206.40.104.252,44.5133,-88.0158,5309
speedtest1.lepida.it , 195.62.186.138,44.5,11.35,2872
speedtestbo1.telecomitalia.it , 2.113.55.170,44.5,11.35,10404
speedtest.1city.org , 192.166.144.2,44.4975,34.1731,11914
speedtest.knet-tele.com , 91.238.74.13,44.4975,34.1731,2581
speedtest.skyinet.org , 91.223.48.27,44.4975,34.1731,29680
speedtest.yaltanet.ru , 91.205.167.9,44.4975,34.1731,21617
rubidium.burlingtontelecom.net , 204.13.40.62,44.4667,-73.15,17193
speedtest.mediasky.ba , 195.222.53.130,44.4466,18.6511,3886
speedtest.amb-net.ba , 91.132.74.3,44.4466,18.6511,29428
speedtest.neon.ba , 185.50.56.14,44.4416,18.8775,13584
www.xnetpro.ro , 92.84.59.188,44.4383,26.8533,6335
ro-buh01a-speedtestnet01.upcnet.ro , 95.77.35.14,44.4268,26.1025,15004
speedtest.rcs-rds.ro , 81.196.14.194,44.4167,26.1,11494
speedtest1.vodafone.ro , 81.12.227.186,44.4167,26.1,2155
speedtest.server.ro , 5.154.224.14,44.4167,26.1,9836
speedtest1.primetelecom.ro , 89.47.224.50,44.4167,26.1,9709
speedtestbuc.orangero.net , 109.166.203.158,44.4167,26.1,4590
speedtestro.hostsailor.com , 185.183.97.153,44.4167,26.1,13294
speedtest.chroot.ro , 89.36.93.2,44.4167,26.1,4089
speedtest.euroweb.ro , 89.238.202.12,44.4167,26.1,22756
speedtest.akta.ro , 94.176.221.84,44.4167,26.1,7758
speed.ines.ro , 89.149.0.26,44.4167,26.1,4290
speedtesttm.euroweb.ro , 89.238.202.250,44.4167,26.1,22845
sp1.dotrotelecom.ro , 86.104.177.200,44.4167,26.1,7609
speedtest.leadhosts.com , 86.105.231.70,44.4167,26.1,23605
bucuresti.07internet.ro , 77.81.105.16,44.4167,26.1,18935
ookla.mxserver.ro , 185.92.194.31,44.4167,26.1,6049
speedtest.massivetelecom.ro , 86.105.253.167,44.4167,26.1,24346
bucharest.getstreamhosting.com , 185.105.5.100,44.4167,26.1,22267
speedtest.gtstelecom.ro , 193.226.158.66,44.4167,26.1,29707
speed.romtelecom.net , 92.86.84.173,44.4167,26.1,4111
speedtestge1.telecomitalia.it , 2.113.55.134,44.4056,8.9463,10406
speed.gmavt.net , 65.19.65.5,44.4047,-72.9903,4405
speedtest-central.eastlink.ca , 24.139.20.202,44.39,-79.686,11639
speed.nutelecom.com , 66.103.161.89,44.3144,-94.4593,24000
sp1.swiftel.net , 66.17.99.83,44.3064,-96.7881,8214
speedtestsv1.wime.it , 185.85.20.5,44.3,8.4833,7274
gillette.speed.vcn.com , 209.193.72.187,44.2828,-105.5053,10038
speedtest.ccsd.k12.wy.us , 146.166.180.11,44.2828,-105.5053,12994
speedtest.ccihq.net , 75.127.16.22,44.2828,-105.5053,2119
speedtest.carrinter.net , 104.145.255.241,44.2743,-84.2352,19113
speedtest.wtccommunications.ca , 66.102.92.160,44.23,-76.5,1300
cherkessk.speedtest.rt.ru , 178.34.255.131,44.2167,42.05,4286
speed.cyber.com.ru , 195.209.124.100,44.2167,42.05,8587
speedtest.txtv-zenica.com , 31.47.1.30,44.2034,17.9077,30533
sp1.summitdigital.net , 162.220.236.4,44.1936,-85.2134,10274
speedtest.mostnet.rs , 212.200.130.6,44.1884,19.3777,15123
speedtest.gmb.ro , 193.231.242.141,44.1733,28.6383,2326
speedtest.intersat-telecom.ro , 89.35.128.146,44.1733,28.6383,8071
speedtest33.altel.kz , 90.143.192.235,44.1665,80,27415
st33.tele2.kz , 90.143.192.203,44.1665,80,27395
speedtest.wime.it , 185.85.24.27,44.15,8.3,3384
speedtest.compton.net , 208.74.208.91,44.105,-78.9441,16048
speedtestsp1.telecomitalia.it , 2.113.55.131,44.1025,9.8241,15501
test0.taiget.ru , 46.151.241.5,44.1,39.0667,3580
speedtest.tuapsenet.ru , 62.33.138.7,44.1,39.0667,4571
st-rc.midco.net , 24.52.14.52,44.0762,-103.2283,7031
speedtestrc.vastbroadband.com , 64.179.177.122,44.0762,-103.2283,11575
speedtest-server-west.gwtc.net , 64.251.173.52,44.0762,-103.2283,24173
speedtest1.hurontel.on.ca , 216.46.131.54,44.0688,-81.5914,12222
speedtest.bendtel.com , 66.39.177.180,44.0582,-121.3153,16961
s1.formea.ba , 94.250.0.80,44.0562,17.4498,25747
st3.santel.net , 64.33.241.98,44.0536,-98.2756,17958
speedtest.xsmedia.com , 199.66.198.2,44.0521,-123.0868,11649
st3.rocketway.it , 185.126.207.169,44.05,8.2167,5762
srv-st08.arcolink.it , 194.36.75.6,44.0354,10.1393,29953
speedtestmassa.ivoweb.it , 185.87.241.9,44.0333,10.1333,2864
ookla.apuacom.it , 185.136.136.0,44.0333,10.1333,10633
tools.kmv.ru , 217.13.220.136,44.0333,43.05,1644
speedtest.kmvtelecom.ru , 46.29.116.5,44.0333,43.05,12501
pyatigorsk-speedtest.corbina.net , 78.107.31.92,44.0333,43.05,25192
speedtest.rochmnaa.metronetinc.com , 208.38.254.170,44.0121,-92.4802,28127
frld1-speedtest.fmtc.com , 208.98.144.11,44.0077,-116.9165,8947
speed-test.westelcom.com , 64.19.76.22,43.9748,-75.9108,20808
sp1.wightman.ca , 216.110.227.147,43.9692,-80.9792,1317
194.106.166.120 , 194.106.166.120,43.9333,21.3667,8162
srv-st10.arcolink.it , 194.36.75.117,43.9303,10.9079,29949
speedtestpo1.telecomitalia.it , 2.113.55.156,43.88,11.0983,14707
speedtest2.jl.chinamobile.com , 111.26.139.78,43.88,125.3228,16375
speedtest1.jlinfo.jl.cn , 221.9.246.35,43.88,125.3228,9484
massarosa-1.speedtest.welcomeitalia.it , 46.44.253.187,43.8667,10.3333,5011
pnspeedtest.exe-net.net , 176.67.192.3,43.8667,21.4167,17129
speedtest.pnw.rs , 176.67.194.2,43.8667,21.4167,5493
speedtest34.altel.kz , 90.143.192.236,43.8667,77.0514,27416
st34.tele2.kz , 90.143.192.204,43.8667,77.0514,27396
speedtest1.siriustec.it , 185.109.24.10,43.8479,10.978,8651
test.cablenet.bg , 87.246.54.6,43.8356,25.9657,29398
speedtest.ecfaccess.net , 104.219.98.54,43.8205,-72.5213,16034
spr.fybercom.net , 38.78.197.250,43.8167,-111.7833,15922
speedtest.sistel.it , 185.249.92.8,43.8167,7.7833,4415
la-crosse.speedtest.centurylink.net , 173.248.84.199,43.8014,-91.2396,10155
yssyr.speedtest.vladlink.ru , 109.126.0.98,43.8,131.9667,10177
4g.xj169.com , 124.88.62.138,43.7958,87.6089,6144
speedtest6.xj.chinamobile.com , 117.191.14.238,43.7958,87.6089,26938
speedtest1.xj.chinamobile.com , 117.191.14.162,43.7958,87.6089,16858
speedtestfi1.telecomitalia.it , 2.113.55.148,43.7833,11.25,9636
speedtestfirenze.ivoweb.it , 185.87.241.7,43.7833,11.25,2710
sp3.airwifi.it , 37.123.245.36,43.7833,11.25,6443
speedtest.maqs.net , 66.187.32.99,43.7814,-89.5726,21020
srv-st03.arcolink.it , 194.36.75.14,43.7696,11.2558,22857
speedtest.xcom.kz , 91.235.177.16,43.7667,51.2,3799
aku-st1.2day.kz , 212.76.17.10,43.7667,51.2,6994
akt-st-01.kcell.kz , 2.78.41.29,43.7667,51.2,11216
speedtest1.acentek.net , 108.59.105.36,43.7633,-91.5685,12427
tor21spd01.srvr.bell.ca , 184.150.167.226,43.7615,-79.4111,17568
tor63spd01.srvr.bell.ca , 209.71.229.46,43.7615,-79.4111,26327
speedtest.monaco-telecom.mc , 195.78.29.196,43.7384,7.4246,9240
srv-st09.arcolink.it , 185.58.7.124,43.7228,10.4017,29948
srv-st01.arcolink.it , 185.58.7.66,43.7167,10.95,9070
speedtest.mitchelltelecom.com , 142.0.2.26,43.7139,-98.0264,5706
62.210.85.110 , 62.210.85.110,43.7028,7.2692,8195
perfsonar-test.dartmouth.edu , 129.170.232.133,43.7022,-72.2896,12904
teste.cityturbo.com.br , 45.165.240.4,43.6832,-7.8522,30837
speedtest2.fybercom.net , 38.141.48.250,43.6724,-111.915,20879
ookla1.collegeofidaho.edu , 198.60.192.13,43.6629,-116.6874,9198
oak-speedtest.otelco.com , 68.68.226.38,43.6614,-70.2558,1037
st-fmt.midco.net , 24.52.14.100,43.6522,-94.4611,7034
tor47spd01.srvr.bell.ca , 184.150.167.230,43.6481,-79.4042,17394
speedtest.tor.fibrestream.ca , 162.250.172.153,43.6481,-79.4042,13030
tor11speedtest01.srvr.bell.ca , 184.150.167.191,43.6481,-79.4042,16753
toronto.speedtest.telus.com , 207.219.22.171,43.6481,-79.4042,3575
toronto2.speedtest.telus.com , 207.219.22.169,43.6481,-79.4042,24698
speedtest.beanfield.com , 96.45.195.190,43.6481,-79.4042,3025
east-speedtest.frontiernetworks.ca , 96.125.135.98,43.6481,-79.4042,13238
speedtest01.fibernetics.ca , 74.205.217.156,43.6481,-79.4042,23748
speedtest.innsys.ca , 199.116.216.19,43.6481,-79.4042,14900
falcon.its.utoronto.ca , 128.100.235.22,43.6481,-79.4042,22138
speedtest.nexicom.net , 98.124.42.210,43.6481,-79.4042,826
speedtest.iteratel.net , 146.71.92.139,43.6481,-79.4042,20791
speedtest.ravand.com , 198.55.55.249,43.6481,-79.4042,7537
speedtestgta.rogers.com , 209.148.157.60,43.6481,-79.4042,19249
lg.tor-c.fdcservers.net , 198.255.86.4,43.6481,-79.4042,9911
speedtest.benloewen.com , 192.131.44.122,43.6481,-79.4042,24643
speedtest.tnext.ca , 172.105.11.91,43.6481,-79.4042,28202
serv.sokowireless.net , 212.200.145.203,43.6397,21.8787,15153
speedtest.thezone.bg , 85.217.192.33,43.6231,25.3539,5388
test.netoip.com , 5.61.220.239,43.6169,13.5167,21160
speedtest.fastnet.it , 195.96.192.202,43.6169,13.5167,1324
boi-speedtest.syringanetworks.net , 216.182.104.109,43.6137,-116.2376,1456
boise.speedtest.centurylink.net , 205.171.94.38,43.6137,-116.2376,10133
boi-speedtest.tekfinity.net , 104.245.110.194,43.6137,-116.2376,14088
speed.bisv.ru , 93.190.17.14,43.6127,39.7228,12213
speed2.bisv.ru , 158.58.129.113,43.6127,39.7228,14089
sochi1.bigspeedtest.netbynet.ru , 212.1.245.170,43.6127,39.7228,10763
st1.tvintel.info , 91.197.104.229,43.6127,39.7228,2298
sochi-speedtest.corbina.net , 62.141.67.10,43.6127,39.7228,26679
spdtst.dagotel.ru , 185.15.60.10,43.6127,39.7228,2904
speedtest.n-g-t-s.ru , 91.212.64.250,43.6127,39.7228,24741
speedtest40.altel.kz , 212.96.64.107,43.6051,73.7631,28102
speedtest1.fullsave.com , 93.93.40.15,43.6047,1.4442,29032
speedtest1.wispone.it , 46.23.192.122,43.6,13.3333,2657
speedtest.winntel.com , 67.209.250.150,43.5978,-84.7675,1062
speedtest.cmsinter.net , 207.241.137.2,43.5978,-84.7675,735
st28.tele2.kz , 90.143.192.198,43.5952,78.259,27398
speedtest28.altel.kz , 90.143.192.230,43.5952,78.259,27406
speedtest.alliancecom.net , 66.128.169.118,43.5947,-96.572,29737
st30.tele2.kz , 90.143.192.200,43.5715,78.349,27387
speedtest30.altel.kz , 90.143.192.232,43.5715,78.349,27409
speedtest.dtp-bg.bg , 78.142.1.49,43.5667,27.8333,17502
sp1.mornington.ca , 69.41.192.126,43.5658,-80.9222,10727
randomlake-speedtest.gobertram.com , 173.242.94.42,43.5525,-87.9603,17681
speedtestlivorno.ivoweb.it , 217.112.96.253,43.55,10.3167,6483
srv-st02.arcolink.it , 185.58.7.43,43.55,10.3167,18054
st32.tele2.kz , 90.143.192.202,43.5381,79.4648,27394
speedtest32.altel.kz , 90.143.192.234,43.5381,79.4648,27414
st-sf.midco.net , 24.220.1.6,43.5364,-96.7317,14355
speedtest.sdncommunications.com , 66.128.169.162,43.5364,-96.7317,11390
speedtest.vastbroadband.com , 216.16.3.162,43.5364,-96.7317,18370
nuevotest.telecable.es , 212.89.0.94,43.5333,-5.7,11431
speedtest.rucls.net , 64.211.114.26,43.5325,-90.0026,24118
spd1.standardbroadband.ca , 206.210.99.55,43.5183,-79.8774,10908
nalchik.speedtest.rt.ru , 62.183.83.187,43.5167,43.6,3482
speedtest.kbr.ugtelset.ru , 31.41.61.12,43.5167,43.6,25641
s1.sppeed.ru , 37.18.105.6,43.5167,43.6,7398
speedtest.telemach.ba , 77.78.192.111,43.5123,18.2448,2014
speedtest.bih.net.ba , 195.222.38.106,43.5123,18.2448,1341
speed1.lol.ba , 217.75.192.242,43.5123,18.2448,5073
idf-speedtest.syringanetworks.net , 216.182.104.125,43.4918,-112.0325,1442
speedtest.qwk.net , 208.71.136.119,43.4918,-112.0325,24324
idahofalls1.cabospeed.com , 72.24.185.186,43.4918,-112.0325,9165
ammon-st.sumofiber.com , 162.221.119.254,43.4696,-111.9666,15756
